0	Generic	NotDef	.notdef
6177	Ideographs	UROr63	uni6301-CN
6178	Ideographs	UROr63	uni6302-CN
6179	Ideographs	UROr63	uni6303-JP
6180	Ideographs	UROr63	uni6304-JP
6181	Ideographs	UROr63	uni6307-CN
6182	Ideographs	UROr63	uni6308-JP
6183	Ideographs	UROr63	uni6309-JP
6184	Ideographs	UROr63	uni630A-JP
6185	Ideographs	UROr63	uni630B-JP
6186	Ideographs	UROr63	uni630C-JP
6187	Ideographs	UROr63	uni630D-JP
6188	Ideographs	UROr63	uni6310-JP
6189	Ideographs	UROr63	uni6311-CN
6190	Ideographs	UROr63	uni6313-JP
6191	Ideographs	UROr63	uni6316-JP
6192	Ideographs	UROr63	uni6318-JP
6193	Ideographs	UROr63	uni6319-JP
6194	Ideographs	UROr63	uni631B-JP
6195	Ideographs	UROr63	uni631F-CN
6196	Ideographs	UROr63	uni6327-JP
6197	Ideographs	UROr63	uni6328-JP
6198	Ideographs	UROr63	uni6329-JP
6199	Ideographs	UROr63	uni632A-JP
6200	Ideographs	UROr63	uni632B-CN
6201	Ideographs	UROr63	uni632D-JP
6202	Ideographs	UROr63	uni632F-JP
6203	Ideographs	UROr63	uni6332-JP
6204	Ideographs	UROr63	uni6335-JP
6205	Ideographs	UROr63	uni6336-JP
6206	Ideographs	UROr63	uni6339-CN
6207	Ideographs	UROr63	uni633A-JP
6208	Ideographs	UROr63	uni633B-JP
6209	Ideographs	UROr63	uni633C-JP
6210	Ideographs	UROr63	uni633D-CN
6211	Ideographs	UROr63	uni633E-JP
6212	Ideographs	UROr63	uni633F-JP
6213	Ideographs	UROr63	uni6341-JP
6214	Ideographs	UROr63	uni6342-JP
6215	Ideographs	UROr63	uni6343-CN
6216	Ideographs	UROr63	uni6344-JP
6217	Ideographs	UROr63	uni6346-JP
6218	Ideographs	UROr63	uni6349-CN
6219	Ideographs	UROr63	uni634A-JP
6220	Ideographs	UROr63	uni634B-JP
6221	Ideographs	UROr63	uni634C-JP
6222	Ideographs	UROr63	uni634D-CN
6223	Ideographs	UROr63	uni634E-JP
6224	Ideographs	UROr63	uni634F-CN
6225	Ideographs	UROr63	uni6350-CN
6226	Ideographs	UROr63	uni6352-JP
6227	Ideographs	UROr63	uni6353-JP
6228	Ideographs	UROr63	uni6354-JP
6229	Ideographs	UROr63	uni6355-CN
6230	Ideographs	UROr63	uni6357-JP
6231	Ideographs	UROr63	uni6358-JP
6232	Ideographs	UROr63	uni6359-JP
6233	Ideographs	UROr63	uni635B-JP
6234	Ideographs	UROr63	uni635C-JP
6235	Ideographs	UROr63	uni6365-JP
6236	Ideographs	UROr63	uni6366-JP
6237	Ideographs	UROr63	uni6367-JP
6238	Ideographs	UROr63	uni6368-JP
6239	Ideographs	UROr63	uni6369-JP
6240	Ideographs	UROr63	uni636B-JP
6241	Ideographs	UROr63	uni636C-JP
6242	Ideographs	UROr63	uni636D-JP
6243	Ideographs	UROr63	uni636E-CN
6244	Ideographs	UROr63	uni6371-JP
6245	Ideographs	UROr63	uni6372-JP
6246	Ideographs	UROr63	uni6374-JP
6247	Ideographs	UROr63	uni6375-JP
6248	Ideographs	UROr63	uni6376-JP
6249	Ideographs	UROr63	uni6377-JP
6250	Ideographs	UROr63	uni6378-JP
6251	Ideographs	UROr63	uni637A-CN
6252	Ideographs	UROr63	uni637B-JP
6253	Ideographs	UROr63	uni637C-JP
6254	Ideographs	UROr63	uni637D-JP
6255	Ideographs	UROr63	uni637F-JP
6256	Ideographs	UROr63	uni6380-JP
6257	Ideographs	UROr63	uni6382-JP
6258	Ideographs	UROr63	uni6383-JP
6259	Ideographs	UROr63	uni6384-JP
6260	Ideographs	UROr63	uni6387-JP
6261	Ideographs	UROr63	uni6388-CN
6262	Ideographs	UROr63	uni6389-CN
6263	Ideographs	UROr63	uni638A-JP
6264	Ideographs	UROr63	uni638C-CN
6265	Ideographs	UROr63	uni638E-CN
6266	Ideographs	UROr63	uni638F-JP
6267	Ideographs	UROr63	uni6390-JP
6268	Ideographs	UROr63	uni6392-JP
6269	Ideographs	UROr63	uni6394-JP
6270	Ideographs	UROr63	uni6395-JP
6271	Ideographs	UROr63	uni6396-JP
6272	Ideographs	UROr63	uni6398-JP
6273	Ideographs	UROr63	uni6399-JP
6274	Ideographs	UROr63	uni639A-JP
6275	Ideographs	UROr63	uni639B-JP
6276	Ideographs	UROr63	uni639E-JP
6277	Ideographs	UROr63	uni639F-JP
6278	Ideographs	UROr63	uni63A0-JP
6279	Ideographs	UROr63	uni63A1-JP
6280	Ideographs	UROr63	uni63A2-JP
6281	Ideographs	UROr63	uni63A3-JP
6282	Ideographs	UROr63	uni63A4-JP
6283	Ideographs	UROr63	uni63A5-JP
6284	Ideographs	UROr63	uni63A6-JP
6285	Ideographs	UROr63	uni63A7-JP
6286	Ideographs	UROr63	uni63A8-JP
6287	Ideographs	UROr63	uni63A9-CN
6288	Ideographs	UROr63	uni63AA-CN
6289	Ideographs	UROr63	uni63AB-JP
6290	Ideographs	UROr63	uni63AC-CN
6291	Ideographs	UROr63	uni63AD-JP
6292	Ideographs	UROr63	uni63AE-JP
6293	Ideographs	UROr63	uni63AF-JP
6294	Ideographs	UROr63	uni63B2-JP
6295	Ideographs	UROr63	uni63B4-CN
6296	Ideographs	UROr63	uni63B5-JP
6297	Ideographs	UROr63	uni63BB-JP
6298	Ideographs	UROr63	uni63BD-JP
6299	Ideographs	UROr63	uni63BE-JP
6300	Ideographs	UROr63	uni63C0-JP
6301	Ideographs	UROr63	uni63C1-JP
6302	Ideographs	UROr63	uni63C3-JP
6303	Ideographs	UROr63	uni63C4-JP
6304	Ideographs	UROr63	uni63C5-JP
6305	Ideographs	UROr63	uni63C6-JP
6306	Ideographs	UROr63	uni63C8-JP
6307	Ideographs	UROr63	uni63C9-CN
6308	Ideographs	UROr63	uni63CE-JP
6309	Ideographs	UROr63	uni63CF-CN
6310	Ideographs	UROr63	uni63D0-CN
6311	Ideographs	UROr63	uni63D1-JP
6312	Ideographs	UROr63	uni63D2-JP
6313	Ideographs	UROr63	uni63D3-JP
6314	Ideographs	UROr63	uni63D4-JP
6315	Ideographs	UROr63	uni63D5-JP
6316	Ideographs	UROr63	uni63D6-CN
6317	Ideographs	UROr63	uni63DA-JP
6318	Ideographs	UROr63	uni63DB-JP
6319	Ideographs	UROr63	uni63DC-JP
6320	Ideographs	UROr63	uni63E0-JP
6321	Ideographs	UROr63	uni63E1-JP
6322	Ideographs	UROr63	uni63E3-CN
6323	Ideographs	UROr63	uni63E5-JP
6324	Ideographs	UROr63	uni63E9-JP
6325	Ideographs	UROr63	uni63EA-CN
6326	Ideographs	UROr63	uni63EB-JP
6327	Ideographs	UROr63	uni63EC-JP
6328	Ideographs	UROr63	uni63ED-JP
6329	Ideographs	UROr63	uni63EE-JP
6330	Ideographs	UROr63	uni63F2-CN
6331	Ideographs	UROr63	uni63F3-JP
6332	Ideographs	UROr63	uni63F4-CN
6333	Ideographs	UROr63	uni63F5-JP
6334	Ideographs	UROr63	uni63F6-JP
6335	Ideographs	UROr63	uni63F7-JP
6336	Ideographs	UROr63	uni63F8-JP
6337	Ideographs	UROr63	uni63F9-JP
6338	Ideographs	UROr63	uni63FA-JP
6339	Ideographs	UROr64	uni6406-JP
6340	Ideographs	UROr64	uni6409-JP
6341	Ideographs	UROr64	uni640A-JP
6342	Ideographs	UROr64	uni640D-JP
6343	Ideographs	UROr64	uni640F-CN
6344	Ideographs	UROr64	uni6410-JP
6345	Ideographs	UROr64	uni6412-JP
6346	Ideographs	UROr64	uni6413-JP
6347	Ideographs	UROr64	uni6414-JP
6348	Ideographs	UROr64	uni6416-JP
6349	Ideographs	UROr64	uni6417-JP
6350	Ideographs	UROr64	uni6418-JP
6351	Ideographs	UROr64	uni641C-JP
6352	Ideographs	UROr64	uni641E-JP
6353	Ideographs	UROr64	uni6420-JP
6354	Ideographs	UROr64	uni6422-JP
6355	Ideographs	UROr64	uni6424-JP
6356	Ideographs	UROr64	uni6425-JP
6357	Ideographs	UROr64	uni6426-JP
6358	Ideographs	UROr64	uni6428-JP
6359	Ideographs	UROr64	uni6429-JP
6360	Ideographs	UROr64	uni642A-JP
6361	Ideographs	UROr64	uni642C-JP
6362	Ideographs	UROr64	uni642D-JP
6363	Ideographs	UROr64	uni642F-JP
6364	Ideographs	UROr64	uni6430-JP
6365	Ideographs	UROr64	uni6434-JP
6366	Ideographs	UROr64	uni6435-JP
6367	Ideographs	UROr64	uni6436-JP
6368	Ideographs	UROr64	uni643A-JP
6369	Ideographs	UROr64	uni643D-JP
6370	Ideographs	UROr64	uni643E-JP
6371	Ideographs	UROr64	uni643F-JP
6372	Ideographs	UROr64	uni6442-JP
6373	Ideographs	UROr64	uni644B-JP
6374	Ideographs	UROr64	uni644E-JP
6375	Ideographs	UROr64	uni644F-JP
6376	Ideographs	UROr64	uni6451-JP
6377	Ideographs	UROr64	uni6452-JP
6378	Ideographs	UROr64	uni6453-JP
6379	Ideographs	UROr64	uni6454-JP
6380	Ideographs	UROr64	uni6458-JP
6381	Ideographs	UROr64	uni645A-JP
6382	Ideographs	UROr64	uni645B-JP
6383	Ideographs	UROr64	uni645C-JP
6384	Ideographs	UROr64	uni645D-JP
6385	Ideographs	UROr64	uni645F-JP
6386	Ideographs	UROr64	uni6460-JP
6387	Ideographs	UROr64	uni6461-JP
6388	Ideographs	UROr64	uni6463-JP
6389	Ideographs	UROr64	uni6467-JP
6390	Ideographs	UROr64	uni6469-JP
6391	Ideographs	UROr64	uni646D-JP
6392	Ideographs	UROr64	uni646F-JP
6393	Ideographs	UROr64	uni6473-JP
6394	Ideographs	UROr64	uni6474-JP
6395	Ideographs	UROr64	uni6476-JP
6396	Ideographs	UROr64	uni6478-CN
6397	Ideographs	UROr64	uni6479-JP
6398	Ideographs	UROr64	uni647A-JP
6399	Ideographs	UROr64	uni647B-JP
6400	Ideographs	UROr64	uni647D-JP
6401	Ideographs	UROr64	uni6483-JP
6402	Ideographs	UROr64	uni6485-JP
6403	Ideographs	UROr64	uni6487-JP
6404	Ideographs	UROr64	uni6488-JP
6405	Ideographs	UROr64	uni648F-JP
6406	Ideographs	UROr64	uni6490-JP
6407	Ideographs	UROr64	uni6491-CN
6408	Ideographs	UROr64	uni6492-CN
6409	Ideographs	UROr64	uni6493-JP
6410	Ideographs	UROr64	uni6495-JP
6411	Ideographs	UROr64	uni6498-JP
6412	Ideographs	UROr64	uni6499-JP
6413	Ideographs	UROr64	uni649A-JP
6414	Ideographs	UROr64	uni649B-JP
6415	Ideographs	UROr64	uni649D-JP
6416	Ideographs	UROr64	uni649E-JP
6417	Ideographs	UROr64	uni649F-JP
6418	Ideographs	UROr64	uni64A1-JP
6419	Ideographs	UROr64	uni64A3-JP
6420	Ideographs	UROr64	uni64A4-JP
6421	Ideographs	UROr64	uni64A5-JP
6422	Ideographs	UROr64	uni64A6-JP
6423	Ideographs	UROr64	uni64A8-JP
6424	Ideographs	UROr64	uni64A9-CN
6425	Ideographs	UROr64	uni64AB-JP
6426	Ideographs	UROr64	uni64AC-JP
6427	Ideographs	UROr64	uni64AD-CN
6428	Ideographs	UROr64	uni64AE-JP
6429	Ideographs	UROr64	uni64B0-JP
6430	Ideographs	UROr64	uni64B2-JP
6431	Ideographs	UROr64	uni64B3-JP
6432	Ideographs	UROr64	uni64B9-JP
6433	Ideographs	UROr64	uni64BB-JP
6434	Ideographs	UROr64	uni64BC-JP
6435	Ideographs	UROr64	uni64BD-JP
6436	Ideographs	UROr64	uni64BE-JP
6437	Ideographs	UROr64	uni64BF-JP
6438	Ideographs	UROr64	uni64C1-JP
6439	Ideographs	UROr64	uni64C2-CN
6440	Ideographs	UROr64	uni64C4-JP
6441	Ideographs	UROr64	uni64C5-JP
6442	Ideographs	UROr64	uni64C7-JP
6443	Ideographs	UROr64	uni64C9-JP
6444	Ideographs	UROr64	uni64CA-JP
6445	Ideographs	UROr64	uni64CB-JP
6446	Ideographs	UROr64	uni64CC-JP
6447	Ideographs	UROr64	uni64CD-CN
6448	Ideographs	UROr64	uni64CE-CN
6449	Ideographs	UROr64	uni64D0-JP
6450	Ideographs	UROr64	uni64D1-JP
6451	Ideographs	UROr64	uni64D2-JP
6452	Ideographs	UROr64	uni64D4-JP
6453	Ideographs	UROr64	uni64D5-JP
6454	Ideographs	UROr64	uni64D7-JP
6455	Ideographs	UROr64	uni64D8-JP
6456	Ideographs	UROr64	uni64DA-JP
6457	Ideographs	UROr64	uni64E0-JP
6458	Ideographs	UROr64	uni64E1-JP
6459	Ideographs	UROr64	uni64E2-JP
6460	Ideographs	UROr64	uni64E3-JP
6461	Ideographs	UROr64	uni64E4-CN
6462	Ideographs	UROr64	uni64E5-JP
6463	Ideographs	UROr64	uni64E6-JP
6464	Ideographs	UROr64	uni64E7-JP
6465	Ideographs	UROr64	uni64E9-JP
6466	Ideographs	UROr64	uni64EA-JP
6467	Ideographs	UROr64	uni64EC-JP
6468	Ideographs	UROr64	uni64ED-JP
6469	Ideographs	UROr64	uni64EF-JP
6470	Ideographs	UROr64	uni64F0-JP
6471	Ideographs	UROr64	uni64F1-JP
6472	Ideographs	UROr64	uni64F2-JP
6473	Ideographs	UROr64	uni64F4-JP
6474	Ideographs	UROr64	uni64F5-JP
6475	Ideographs	UROr64	uni64F6-JP
6476	Ideographs	UROr64	uni64F7-JP
6477	Ideographs	UROr64	uni64FA-JP
6478	Ideographs	UROr64	uni64FB-JP
6479	Ideographs	UROr64	uni64FD-JP
6480	Ideographs	UROr64	uni64FE-JP
6481	Ideographs	UROr64	uni64FF-JP
6482	Ideographs	UROr65	uni6500-JP
6483	Ideographs	UROr65	uni6501-JP
6484	Ideographs	UROr65	uni6504-JP
6485	Ideographs	UROr65	uni6505-JP
6486	Ideographs	UROr65	uni6508-JP
6487	Ideographs	UROr65	uni6509-JP
6488	Ideographs	UROr65	uni650A-JP
6489	Ideographs	UROr65	uni650F-JP
6490	Ideographs	UROr65	uni6513-JP
6491	Ideographs	UROr65	uni6514-JP
6492	Ideographs	UROr65	uni6516-JP
6493	Ideographs	UROr65	uni6518-JP
6494	Ideographs	UROr65	uni6519-JP
6495	Ideographs	UROr65	uni651B-JP
6496	Ideographs	UROr65	uni651C-JP
6497	Ideographs	UROr65	uni651D-JP
6498	Ideographs	UROr65	uni651E-JP
6499	Ideographs	UROr65	uni651F-JP
6500	Ideographs	UROr65	uni6522-JP
6501	Ideographs	UROr65	uni6523-JP
6502	Ideographs	UROr65	uni6524-JP
6503	Ideographs	UROr65	uni6526-JP
6504	Ideographs	UROr65	uni6529-JP
6505	Ideographs	UROr65	uni652A-JP
6506	Ideographs	UROr65	uni652B-JP
6507	Ideographs	UROr65	uni652C-JP
6508	Ideographs	UROr65	uni652E-JP
6509	Ideographs	UROr65	uni652F-JP
6510	Ideographs	UROr65	uni6531-JP
6511	Ideographs	UROr65	uni6532-JP
6512	Ideographs	UROr65	uni6534-JP
6513	Ideographs	UROr65	uni6535-CN
6514	Ideographs	UROr65	uni6536-JP
6515	Ideographs	UROr65	uni6537-JP
6516	Ideographs	UROr65	uni6538-JP
6517	Ideographs	UROr65	uni6539-JP
6518	Ideographs	UROr65	uni653A-JP
6519	Ideographs	UROr65	uni653B-CN
6520	Ideographs	UROr65	uni653C-JP
6521	Ideographs	UROr65	uni653D-JP
6522	Ideographs	UROr65	uni653E-JP
6523	Ideographs	UROr65	uni653F-CN
6524	Ideographs	UROr65	uni6543-JP
6525	Ideographs	UROr65	uni6544-JP
6526	Ideographs	UROr65	uni6545-CN
6527	Ideographs	UROr65	uni6547-JP
6528	Ideographs	UROr65	uni6548-JP
6529	Ideographs	UROr65	uni6549-CN
6530	Ideographs	UROr65	uni654D-JP
6531	Ideographs	UROr65	uni654E-JP
6532	Ideographs	UROr65	uni654F-JP
6533	Ideographs	UROr65	uni6550-JP
6534	Ideographs	UROr65	uni6551-JP
6535	Ideographs	UROr65	uni6552-JP
6536	Ideographs	UROr65	uni6554-JP
6537	Ideographs	UROr65	uni6555-CN
6538	Ideographs	UROr65	uni6556-JP
6539	Ideographs	UROr65	uni6557-JP
6540	Ideographs	UROr65	uni6558-JP
6541	Ideographs	UROr65	uni6559-JP
6542	Ideographs	UROr65	uni655D-JP
6543	Ideographs	UROr65	uni655E-JP
6544	Ideographs	UROr65	uni655F-JP
6545	Ideographs	UROr65	uni6560-JP
6546	Ideographs	UROr65	uni6562-JP
6547	Ideographs	UROr65	uni6563-CN
6548	Ideographs	UROr65	uni6566-JP
6549	Ideographs	UROr65	uni6567-JP
6550	Ideographs	UROr65	uni656B-JP
6551	Ideographs	UROr65	uni656C-JP
6552	Ideographs	UROr65	uni6570-JP
6553	Ideographs	UROr65	uni6572-JP
6554	Ideographs	UROr65	uni6574-JP
6555	Ideographs	UROr65	uni6575-JP
6556	Ideographs	UROr65	uni6577-JP
6557	Ideographs	UROr65	uni6578-JP
6558	Ideographs	UROr65	uni657A-JP
6559	Ideographs	UROr65	uni657D-JP
6560	Ideographs	UROr65	uni6581-JP
6561	Ideographs	UROr65	uni6582-JP
6562	Ideographs	UROr65	uni6583-JP
6563	Ideographs	UROr65	uni6584-JP
6564	Ideographs	UROr65	uni6585-JP
6565	Ideographs	UROr65	uni6587-JP
6566	Ideographs	UROr65	uni6588-JP
6567	Ideographs	UROr65	uni6589-JP
6568	Ideographs	UROr65	uni658A-JP
6569	Ideographs	UROr65	uni658C-JP
6570	Ideographs	UROr65	uni658E-JP
6571	Ideographs	UROr65	uni6590-JP
6572	Ideographs	UROr65	uni6591-JP
6573	Ideographs	UROr65	uni6592-JP
6574	Ideographs	UROr65	uni6595-JP
6575	Ideographs	UROr65	uni6597-CN
6576	Ideographs	UROr65	uni6598-JP
6577	Ideographs	UROr65	uni6599-CN
6578	Ideographs	UROr65	uni659B-JP
6579	Ideographs	UROr65	uni659C-JP
6580	Ideographs	UROr65	uni659D-JP
6581	Ideographs	UROr65	uni659F-JP
6582	Ideographs	UROr65	uni65A0-JP
6583	Ideographs	UROr65	uni65A1-JP
6584	Ideographs	UROr65	uni65A3-JP
6585	Ideographs	UROr65	uni65A4-JP
6586	Ideographs	UROr65	uni65A5-JP
6587	Ideographs	UROr65	uni65A6-JP
6588	Ideographs	UROr65	uni65A7-JP
6589	Ideographs	UROr65	uni65AB-JP
6590	Ideographs	UROr65	uni65AC-JP
6591	Ideographs	UROr65	uni65AD-JP
6592	Ideographs	UROr65	uni65AE-JP
6593	Ideographs	UROr65	uni65AF-JP
6594	Ideographs	UROr65	uni65B0-JP
6595	Ideographs	UROr65	uni65B2-JP
6596	Ideographs	UROr65	uni65B3-JP
6597	Ideographs	UROr65	uni65B4-JP
6598	Ideographs	UROr65	uni65B5-JP
6599	Ideographs	UROr65	uni65B7-JP
6600	Ideographs	UROr65	uni65B8-JP
6601	Ideographs	UROr65	uni65B9-JP
6602	Ideographs	UROr65	uni65BC-JP
6603	Ideographs	UROr65	uni65BD-JP
6604	Ideographs	UROr65	uni65BE-JP
6605	Ideographs	UROr65	uni65BF-JP
6606	Ideographs	UROr65	uni65C1-JP
6607	Ideographs	UROr65	uni65C2-JP
6608	Ideographs	UROr65	uni65C3-JP
6609	Ideographs	UROr65	uni65C4-JP
6610	Ideographs	UROr65	uni65C5-JP
6611	Ideographs	UROr65	uni65C6-JP
6612	Ideographs	UROr65	uni65C8-JP
6613	Ideographs	UROr65	uni65C9-JP
6614	Ideographs	UROr65	uni65CB-JP
6615	Ideographs	UROr65	uni65CC-JP
6616	Ideographs	UROr65	uni65CE-JP
6617	Ideographs	UROr65	uni65CF-JP
6618	Ideographs	UROr65	uni65D0-JP
6619	Ideographs	UROr65	uni65D2-JP
6620	Ideographs	UROr65	uni65D4-JP
6621	Ideographs	UROr65	uni65D6-JP
6622	Ideographs	UROr65	uni65D7-JP
6623	Ideographs	UROr65	uni65D8-JP
6624	Ideographs	UROr65	uni65D9-JP
6625	Ideographs	UROr65	uni65DB-JP
6626	Ideographs	UROr65	uni65DF-JP
6627	Ideographs	UROr65	uni65E0-JP
6628	Ideographs	UROr65	uni65E1-JP
6629	Ideographs	UROr65	uni65E2-JP
6630	Ideographs	UROr65	uni65E3-JP
6631	Ideographs	UROr65	uni65E5-CN
6632	Ideographs	UROr65	uni65E6-CN
6633	Ideographs	UROr65	uni65E7-CN
6634	Ideographs	UROr65	uni65E8-CN
6635	Ideographs	UROr65	uni65E9-CN
6636	Ideographs	UROr65	uni65EC-JP
6637	Ideographs	UROr65	uni65ED-JP
6638	Ideographs	UROr65	uni65F0-CN
6639	Ideographs	UROr65	uni65F1-CN
6640	Ideographs	UROr65	uni65F2-JP
6641	Ideographs	UROr65	uni65F4-JP
6642	Ideographs	UROr65	uni65F5-JP
6643	Ideographs	UROr65	uni65F9-JP
6644	Ideographs	UROr65	uni65FA-CN
6645	Ideographs	UROr65	uni65FB-JP
6646	Ideographs	UROr65	uni65FC-JP
6647	Ideographs	UROr65	uni65FE-JP
6648	Ideographs	UROr65	uni65FF-JP
6649	Ideographs	UROr66	uni6600-JP
6650	Ideographs	UROr66	uni6602-JP
6651	Ideographs	UROr66	uni6603-JP
6652	Ideographs	UROr66	uni6604-JP
6653	Ideographs	UROr66	uni6606-JP
6654	Ideographs	UROr66	uni6607-JP
6655	Ideographs	UROr66	uni6608-JP
6656	Ideographs	UROr66	uni6609-JP
6657	Ideographs	UROr66	uni660A-JP
6658	Ideographs	UROr66	uni660C-CN
6659	Ideographs	UROr66	uni660D-JP
6660	Ideographs	UROr66	uni660E-JP
6661	Ideographs	UROr66	uni660F-JP
6662	Ideographs	UROr66	uni6611-JP
6663	Ideographs	UROr66	uni6612-JP
6664	Ideographs	UROr66	uni6613-CN
6665	Ideographs	UROr66	uni6614-JP
6666	Ideographs	UROr66	uni6615-JP
6667	Ideographs	UROr66	uni6616-JP
6668	Ideographs	UROr66	uni661C-JP
6669	Ideographs	UROr66	uni661D-JP
6670	Ideographs	UROr66	uni661E-JP
6671	Ideographs	UROr66	uni661F-CN
6672	Ideographs	UROr66	uni6620-CN
6673	Ideographs	UROr66	uni6621-JP
6674	Ideographs	UROr66	uni6622-JP
6675	Ideographs	UROr66	uni6623-JP
6676	Ideographs	UROr66	uni6624-JP
6677	Ideographs	UROr66	uni6625-JP
6678	Ideographs	UROr66	uni6626-JP
6679	Ideographs	UROr66	uni6627-CN
6680	Ideographs	UROr66	uni6628-CN
6681	Ideographs	UROr66	uni6629-JP
6682	Ideographs	UROr66	uni662A-JP
6683	Ideographs	UROr66	uni662B-JP
6684	Ideographs	UROr66	uni662C-JP
6685	Ideographs	UROr66	uni662D-CN
6686	Ideographs	UROr66	uni662E-JP
6687	Ideographs	UROr66	uni662F-CN
6688	Ideographs	UROr66	uni6630-JP
6689	Ideographs	UROr66	uni6631-JP
6690	Ideographs	UROr66	uni6633-JP
6691	Ideographs	UROr66	uni6634-JP
6692	Ideographs	UROr66	uni6635-CN
6693	Ideographs	UROr66	uni6636-JP
6694	Ideographs	UROr66	uni6637-JP
6695	Ideographs	UROr66	uni6639-JP
6696	Ideographs	UROr66	uni663A-JP
6697	Ideographs	UROr66	uni663B-JP
6698	Ideographs	UROr66	uni663C-JP
6699	Ideographs	UROr66	uni663F-JP
6700	Ideographs	UROr66	uni6640-JP
6701	Ideographs	UROr66	uni6641-JP
6702	Ideographs	UROr66	uni6642-JP
6703	Ideographs	UROr66	uni6643-JP
6704	Ideographs	UROr66	uni6644-JP
6705	Ideographs	UROr66	uni6645-JP
6706	Ideographs	UROr66	uni6646-CN
6707	Ideographs	UROr66	uni6648-JP
6708	Ideographs	UROr66	uni6649-JP
6709	Ideographs	UROr66	uni664A-JP
6710	Ideographs	UROr66	uni664B-CN
6711	Ideographs	UROr66	uni664C-CN
6712	Ideographs	UROr66	uni664E-JP
6713	Ideographs	UROr66	uni664F-JP
6714	Ideographs	UROr66	uni6651-CN
6715	Ideographs	UROr66	uni6652-CN
6716	Ideographs	UROr66	uni6657-JP
6717	Ideographs	UROr66	uni6658-JP
6718	Ideographs	UROr66	uni6659-JP
6719	Ideographs	UROr66	uni665A-JP
6720	Ideographs	UROr66	uni665B-JP
6721	Ideographs	UROr66	uni665C-JP
6722	Ideographs	UROr66	uni665D-JP
6723	Ideographs	UROr66	uni665E-JP
6724	Ideographs	UROr66	uni665F-CN
6725	Ideographs	UROr66	uni6660-JP
6726	Ideographs	UROr66	uni6661-CN
6727	Ideographs	UROr66	uni6662-JP
6728	Ideographs	UROr66	uni6663-JP
6729	Ideographs	UROr66	uni6664-JP
6730	Ideographs	UROr66	uni6665-JP
6731	Ideographs	UROr66	uni6666-JP
6732	Ideographs	UROr66	uni6667-JP
6733	Ideographs	UROr66	uni6668-JP
6734	Ideographs	UROr66	uni6669-JP
6735	Ideographs	UROr66	uni666A-JP
6736	Ideographs	UROr66	uni666B-JP
6737	Ideographs	UROr66	uni666C-JP
6738	Ideographs	UROr66	uni666D-JP
6739	Ideographs	UROr66	uni666E-JP
6740	Ideographs	UROr66	uni666F-JP
6741	Ideographs	UROr66	uni6670-JP
6742	Ideographs	UROr66	uni6673-JP
6743	Ideographs	UROr66	uni6674-CN
6744	Ideographs	UROr66	uni6675-JP
6745	Ideographs	UROr66	uni6676-CN
6746	Ideographs	UROr66	uni6677-JP
6747	Ideographs	UROr66	uni6678-JP
6748	Ideographs	UROr66	uni6679-JP
6749	Ideographs	UROr66	uni667A-CN
6750	Ideographs	UROr66	uni667B-JP
6751	Ideographs	UROr66	uni667C-JP
6752	Ideographs	UROr66	uni667E-JP
6753	Ideographs	UROr66	uni667F-JP
6754	Ideographs	UROr66	uni6680-JP
6755	Ideographs	UROr66	uni6681-JP
6756	Ideographs	UROr66	uni6683-JP
6757	Ideographs	UROr66	uni6684-JP
6758	Ideographs	UROr66	uni6687-CN
6759	Ideographs	UROr66	uni6688-JP
6760	Ideographs	UROr66	uni6689-JP
6761	Ideographs	UROr66	uni668B-JP
6762	Ideographs	UROr66	uni668C-JP
6763	Ideographs	UROr66	uni668D-JP
6764	Ideographs	UROr66	uni668E-JP
6765	Ideographs	UROr66	uni6690-JP
6766	Ideographs	UROr66	uni6691-CN
6767	Ideographs	UROr66	uni6692-JP
6768	Ideographs	UROr66	uni6696-CN
6769	Ideographs	UROr66	uni6697-JP
6770	Ideographs	UROr66	uni6698-JP
6771	Ideographs	UROr66	uni6699-JP
6772	Ideographs	UROr66	uni669A-JP
6773	Ideographs	UROr66	uni669B-JP
6774	Ideographs	UROr66	uni669C-JP
6775	Ideographs	UROr66	uni669D-JP
6776	Ideographs	UROr66	uni669F-JP
6777	Ideographs	UROr66	uni66A0-JP
6778	Ideographs	UROr66	uni66A2-JP
6779	Ideographs	UROr66	uni66A4-JP
6780	Ideographs	UROr66	uni66A6-JP
6781	Ideographs	UROr66	uni66AB-JP
6782	Ideographs	UROr66	uni66AD-JP
6783	Ideographs	UROr66	uni66AE-CN
6784	Ideographs	UROr66	uni66B1-JP
6785	Ideographs	UROr66	uni66B2-JP
6786	Ideographs	UROr66	uni66B3-JP
6787	Ideographs	UROr66	uni66B4-CN
6788	Ideographs	UROr66	uni66B5-JP
6789	Ideographs	UROr66	uni66B8-JP
6790	Ideographs	UROr66	uni66B9-JP
6791	Ideographs	UROr66	uni66BB-JP
6792	Ideographs	UROr66	uni66BC-JP
6793	Ideographs	UROr66	uni66BE-JP
6794	Ideographs	UROr66	uni66BF-JP
6795	Ideographs	UROr66	uni66C0-JP
6796	Ideographs	UROr66	uni66C1-JP
6797	Ideographs	UROr66	uni66C2-JP
6798	Ideographs	UROr66	uni66C3-JP
6799	Ideographs	UROr66	uni66C4-JP
6800	Ideographs	UROr66	uni66C6-JP
6801	Ideographs	UROr66	uni66C7-JP
